ID,Katakana text Translated,Sentiment
240,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @JamminJohnny106,N
241,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @DJ_RPS,N
242,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @CiroLlerena,N
243,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @MiamiDJs,N
244,RT @Isaac_Field: I just want to sit in my underwear and eat Kraft dinner &amp; watch Archer all day,P
245,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @theLUCYLOPEZ,N
246,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @DVJSOUTH,N
247,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/Js5ADlRCjE #SuperBowlXLIX @gutta_slim,N
248,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @dj_passion256,N
249,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @PatsRadio_Kevin,N
250,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @JRbroadcaster,N
251,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @insanebeatzzz,N
252,Kraft on speech: I didn't like being unfairly attacked http://t.co/zodCVTUPCR #NFL #News #Playoffs http://t.co/Ps8wkMorOZ,N
253,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @RonFromLasVegas,N
254,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @ComptonsBuck,N
255,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/ntekQYecV0 #CookingUpGood,P
256,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @GeorgeAcosta,N
257,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/jjPxQcfV2W,P
258,&amp; im eating kraft dinner,P
259,Jonathan Kraft has been stepping out of his father's shadow http://t.co/FQt7RQ41IT,P
260,@Bitch_Kraft love* me <ed><U+00A0><U+00BD><ed><U+00B8><U+008F>,P
261,RT @meezytk: females will let you hit raw but still have the audacity to ask to see your phone... bitch do you trust me or not?,N
262,RT @kvb899: #RegentsNFLUK Kraft on speech: I didn't like being unfairly attacked: : Kraft on speech: I didn't like being ...: @kvb899: #..…,N
263,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @KellyV4U2C,N
264,RESET! Two Super-RARE Kraft Parmesan printable coupons (including $1.50/1!) http://t.co/psPOCUa0Dr,P
265,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @KermitHenderson,N
266,I got Cobb Salad Dip http://t.co/gvKl78dYBC! Find your @LoveMyPhilly #GameDay recipe,P
267,@tellyworth @pcrumm @NickHamze OK switched my phone over. Let's see how this goes.,P
268,RT @pezholio: Just had a Creme egg. Kraft really are a shower of bastards aren’t they?,N
269,I like him bc he doesn't mind me screaming about cats http://t.co/nLTcuFV9kE,N
270,I got Buffalo Chicken Dip http://t.co/xPFD2IHbrP! Find your @LoveMyPhilly #GameDay recipe,
271,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/LfKeagLgif #CookingUpGood,
272,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/qq1I90XYX2,
273,@nfl @nflcommish So are you going to fine yourself for the inept job you have done? You deserve to get fired but Kraft won't allow it.,
274,RT @winniewintour: @ethan_kraft uh the West Wing is THE best show of all time #Bartlet2016,P
275,RT @FLGM_AFC_news: AFC East: More on Robert Kraft's absence from Roger Goodell's news conference http://t.co/uP8dqDf6uU,
276,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @PatriotsFanZone,N
277,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @KevinbetonBlack,N
278,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @Djbrooklyn305,N
279,Help me with a Walmart gift card when you enter too! https://t.co/D9jWfj7fgA,P
280,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @ECMDradio,N
281,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @a_myren,N
282,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @ClubCatoK,N
283,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @ep3rez,N
284,I got Bacon Wrapped Buffalo Chicken Bites http://t.co/yDYR8gYv0s! Find your @LoveMyPhilly #GameDay recipe,
285,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/PnhcckaSzm #CookingUpGood,P
286,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/PnhcckaSzm,P
287,"RT @pgammo: As Tip would say al;l coverage is local:one news report used ""Roger Goodell"" and ""Mr. Kraft"" in the same 90 second report",P
288,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @DJperma,N
289,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @BethSilverberg,N
290,I got Chicken Wonton Cups http://t.co/9LS3xN4Ohj! Find your @LoveMyPhilly #GameDay recipe,P
291,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @BaxFootballGuru,
292,#RegentsNFLUK Kraft on speech: I didn't like being unfairly attacked: : Kraft on speech: I didn't like being ...: @kvb899: #... @nfl_uk,
293,@pcrumm @Kraft @NickHamze PS keep a layout image handy in your phone because the on-screen one won't appear on the login screen :),
294,RT @FLGM_AFC_news: NEP WEEI IIWII: Pete Carroll Bill Belichick rave about Robert Kraft http://t.co/T568EoIJak,
295,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @UrsVerse,P
296,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @KLAEtheproducer,P
297,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/TGumCkFaqf #CookingUpGood,
298,@pcrumm @Kraft @NickHamze system prefs / keyboard / show keyboard &amp; char viewers in menu bar.,P
299,RT @WeddingRuby: Ivory Navy &amp; Kraft Invitation Suite by Ruby &amp; Willow #weddinginvitations #weddingstationery #kraftinvitations http://t.co…,
300,RT @Promotesy: Valentines Day Notepads Set of Two Mini Kraft by MAKINGtheNESTofIT http://t.co/5JNA5xTjem http://t.co/hMy89KAPZ6,P
301,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @BESTDJINASIA,
302,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/v4QfPDohhh,
303,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @patriotsbuztalk,
304,when you ask your mom for panera mac &amp; cheese but she misunderstands and starts making kraft. #dissapointment,
305,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @GongleShanks,
306,I liked a @YouTube video http://t.co/CWyY0e3FQ8 Tim Holtz - Kraft Core - CHA 2015,
307,Jonathan Kraft has been stepping out of his father's shadow - Boston Globe http://t.co/YGzVeVK4Rx,
308,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @AllThingsPats,
309,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/Js5ADlRCjE #SuperBowlXLIX @_NFLTalk,
310,Kraft on speech: I didn't like being unfairly attacked http://t.co/ColPby927E,
311,"@RothenbergESPN Goodell wasn't ""partying"" with Kraft. It was a corporate function they hold before every AFC Champ game. Major sponsors.",
312,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/SItsnXiN73 #CookingUpGood,
313,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/DbUesHWZCX,
314,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/BXKEjDefJm,
315,RT @brianocuqiqap: <U+041A><U+0440><U+0430><U+0444><U+0442> 7 days to die alpha 2 http://t.co/ev77MoFTRe,
316,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @AnthonyDiMoro,
317,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @FullKlip35,
318,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @HOTFIREMEDIA,
319,Thanks for the add! Here are my baby's. Annabel 16 months Reuben 8 1/2 months and Willow 9 weeks <U+2764><U+FE0F> by Deb Kraft… http://t.co/93JlM2iGtg,
320,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @AJLopez151,
321,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @ADJSports,
322,Atom A Humber Valley Sharks- Kraft Cup time http://t.co/PbGdMNQiPL,
323,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @WorldStarComedy,
324,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @MotivateMeLife,
325,@tellyworth @Kraft @NickHamze any suggestions as far as on-screen keyboard goes?,
326,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/BXKEjDefJm #CookingUpGood,
327,RT @nnnnagrom: We were built to fall apart then fall back together,
328,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/UFRMxTnv9W #CookingUpGood,
329,Jonathan Kraft has been stepping out of his father's shadow: Jonathan Kraft heir to the family throne stride... http://t.co/10L107tnP7,
330,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/oWh78pFnUH,
331,RESET! Two Super-RARE Kraft Parmesan printable coupons (including $1.50/1!) http://t.co/aZRLOCbVMU #coupon,
332,RT @NBLmusicSalerno: #RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @kennretro,
333,RT @visualsbysam: when ya sibling tryna snitch on yo ass https://t.co/xoe23PbJa2,
334,“@GlobalGrind: Man helps his girlfriend kill estranged husband’s entire family over the course of 5 years http://t.co/EOi25y853i”<ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>,
335,RT @AroundTheNFL: Kraft on Monday speech: I didn't like how we were being 'unfairly attacked’ http://t.co/HnxRNAHvOw,
336,Robert Kraft Absent From Goodell Speech Video - via @SportsCenter http://t.co/Bdi8WLUdc6,
337,@JCopeland89 @cooonskin it's one of my favorites. Just plain old Kraft bbq,
338,@SI_PeterKing Bob Kraft's organization is an embarrassment on a par with Enron. May he rot in prison for the repeated fraud against us fans.,
339,I'm sorry Kraft you shouldn't try to make BBQ sauce.,
340,#coupons *HOT* Kraft Parmesan Coupons + Target Deal: A couple of Kraft Grated Parmesan coupons have reset toda... http://t.co/rFpUbQwU45,
341,Elly sells KRFT 65.34: Short Interest of Kraft Foods Group Inc Increases by 10.9% ... http://t.co/YFfF3qHVLJ,
342,What's going on LV? Jonathan Kraft has been stepping out of his father's shadow - Boston… http://t.co/OQHKkRh5wb http://t.co/kZzOXtJRlr,
343,Kraft on speech: I didn't like being unfairly attacked - http://t.co/UfHbWLFu1V http://t.co/2dYBkw2NOE,
344,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/KJkbjyunOI #CookingUpGood,
345,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/DEcKbwF2wH,
346,@OnlyInBOS Go throw more rocks at school buses Boston. Hopefully Bob Kraft spends the rest of his life in prison for fraud against fans.,
347,I started cheesin after I turned my Kraft into cheddar,
348,Say NO to buying Lunchables until Kraft/Oscar Mayer stops using meat from farms that use antibiotics http://t.co/mtGkqTNzn0 via @Change,
349,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/a8Qo3YTzUM #CookingUpGood,
350,From Crossroads' kids to the @Patriots and Mr. Kraft: go team go! #SuperBowlXLIX #iheartcamp http://t.co/jtuL7mPDjg,
351,@fashionfigureinc #MOUSETRAP2 : KRAFT OF REVENGE http://t.co/vJb8FQc4vm http://t.co/AIqPpGZ5qx,
352,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/nFZnXx40tn,
353,What's going on SD? Jonathan Kraft has been stepping out of his… http://t.co/62QCogdPIS http://t.co/kUYqZHt1WJ http://t.co/OsEqt2j7UD,
354,What's going on? Jonathan Kraft has been stepping out of his father's shadow - Boston Globe http://t.co/Fg3WPs3llY,
355,What's going on? Jonathan Kraft has been stepping out of his father's shadow - Boston Globe http://t.co/NS9LYJPxll http://t.co/gLPrAnnLKB,
356,@NAGower Kraft would have sued if they used do your job for infringement,
357,RT @TimMoore: New Wearable Tech for Parkinson's Disease Patients is Tested #wearable #digitalhealth http://t.co/mBtxOulEyn @JohnNosta #phar…,
358,@AlyssaMillang like buy Kraft cheese<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> @CountryGirl2515,
359,guys don't fall into the Kraft trap Milka and Cadbury are owned by the same company now btw!,
360,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @TMorgan985,
361,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @kennretro,
362,my cat likes #skijumping especially Stefan Kraft <ed><U+00A0><U+00BD><ed><U+00B8><U+0089><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> http://t.co/Tw3ak2gNQG,
363,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @funnyregion,
364,RT @slashdot: The NSA Is Viewed Favorably By Most Young People http://t.co/WTiNDoPFYI,
365,@rheadur yay! I'm so happy for them. I know you said that Mr. Kraft is so good to them! So exciting!,
366,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @Brittanyfim,
367,Maaan I just wanna know if my car is totaled so I can get a new whip,
368,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @Mcinnisncu,
369,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @WorIdStarDaiIy,
370,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @Hip_Hop_Lyric,
371,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @YouGotSparkle,
372,My aunt met Robert Kraft,
373,#InstaSize #<U+043A><U+0430><U+043A><U+0443><U+0432><U+0441><U+0435><U+0445> #vsco @ Kraft Pavlova Art Place / Gallery Moscow Geneva com http://t.co/kyEwaKbZ2f,
374,Spread the word my friend! Robert Raven Kraft #unstoppable premiering on Feb 8 at the Film Gate… http://t.co/nn6hv5awk7,
375,RT @GlobalGrind: Man helps his girlfriend kill estranged husband’s entire family over the course of 5 years http://t.co/pbH1947cV5,
376,RT @SportsCenter: Richard Sherman says NFL will probably not punish Patriots due to Roger Goodell's relationship w/ owner Robert Kraft. htt…,
377,RT @igorbobic: What the hell Orange County http://t.co/j3fYWXfVwE http://t.co/dB979qDI1l,
378,@HaroldItz Well I've heard plenty of Bostonians refer to the late Myra Kraft as a saint.,
379,I got Bacon Wrapped Buffalo Chicken Bites http://t.co/5dPG9pSRC1! Find your @LoveMyPhilly #GameDay recipe,
380,Kraft on speech: I didn't like being unfairly attacked: Robert Kraft said he gave his passionate speech on Mon... http://t.co/qcNmNiSVtn,
381,kraft mac n' cheese is glorious,
382,@Kraft @NickHamze @pcrumm use qwerty keytops and on-screen keyboard viewer. An overlay or Dvorak keytops encourages you to look at fingers.,
383,Just had a Creme egg. Kraft really are a shower of bastards aren’t they?,
384,Kraft on speech: I didn't like being unfairly attacked #nfl http://t.co/nNOvdHVFi2 http://t.co/uNIzIDtFEg,
385,@AmeezyUgirls @AustinMahone @blumsteinmike @CPasalodos Thanks You <U+2764><U+FE0F>,
386,@TeamPLF this comes to mind http://t.co/pvSrTDIoBc,
387,RT @IanLogue: Great read from @cpriceNFL Robert Kraft Roger Goodell headed in different directions - http://t.co/uDWQGc2yEl http://t.co/Gi…,
388,RT @ScottWlaschin: The sad truth about process improvement. http://t.co/76OkZcL7WT,
389,@JasonLaCanfora you are a disgrace. You should be fired. But I guess your real boss the crook Robert Kraft will cover for you.,
390,Find great recipes from Kraft. #cookingupgood http://t.co/7x0qht2BXP,
391,Kraft on speech: I didn't like being unfairly attacked http://t.co/2RHN1EJ7lE,
392,@NickHamze @pcrumm I keep throwing off my cover and switching back to US when I really need to type.,
393,RT @kvb899: #RegentsNFLUK Kraft on speech: I didn't like being unfairly attacked: @ngrumps: @nfl_uk Kraft on speech: I didn't like being ..…,
394,#RegentsNFLUK Kraft on speech: I didn't like being unfairly attacked: @ngrumps: @nfl_uk Kraft on speech: I didn't like being ... @nfl_uk,
395,#RobertKraft 'Don't Mess With Bill' #RTmusic https://t.co/GvHSp45U05 #SuperBowlXLIX @TDESPN @JoeMontana @raylewis @keyshawnjohnson @ESPN,
396,Meet Patriots owner Bob Kraft's girlfriend who is half his age http://t.co/wh2H97qXeq via @Femail,
397,Jonathan Kraft has been stepping out of his father's shadow - Boston Globe http://t.co/xy59uLnBPf,
398,RT @seninaa_marie: She deserves this. RT <U+2764> @Bree_theG http://t.co/OW1pk24zu0,
399,I love this little snaggletooth! Today at Applebee's she was so upset bc she thought the Kraft mac n… http://t.co/3CRHEwWeDs,
400,I need Kraft dinner and mod podge,
401,Hot photos Ricki Lander girlfriend of Patriots billionaire owner Bob Kraft 2014 http://t.co/MSKbQiamzN via @examinercom Super bowl,
402,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/p79mO2e3qs #CookingUpGood,
403,Need #recipes? Visit the Kraft #CookingUpGood page &amp; watch the video for delicious ideas! http://t.co/TBrG186gGF,
404,RT @The_HelenKeller: When you're outside naked in the rain cause you thought you were taking a shower &lt;&lt;&lt;,
405,Yummy new year #recipes #sweepstakes how-to videos &amp; more on from Kraft Foods on Walmart! http://t.co/A1CLpoZzZU #CookingUpGood,
